,tweet_id,airline_sentiment,negativereason,airline,text_clean
4293,567730952260943873,0,,United,actually not consider might made mistake not complain beyond indicated reservation
4294,567730472076464129,1,Late Flight,United,gold star united change flight miss connections not accommodate much late flightr arrival time not happy
4295,567730299912482816,1,Can't Tell,United,first class cockup http co oh7cfv7dhr
4296,567730143536226304,0,,United,day travel swag ijustwanttosleep
4297,567729696662511616,0,,United,thank new club hare comfortable made difficult weather days proficient enjoyable
4298,567729246198837248,0,,United,filled form sent link 29 1 15 either 9 10 2 15
4299,567727599627943936,1,Late Flight,United,not let get iah hnl direct weather delay sfo leg stop reactive proactive
4300,567727403964055552,1,Can't Tell,United,bad coffee juice ok getphilz united terminal sfo airport http co sg7iqqfvso
4301,567726860638101504,1,Customer Service Issue,United,mot getting refund
4302,567725820056068096,1,Can't Tell,United,nothing apparently flown w 4 times last 3 weeks 3 experiences incl today clusterfucks
4303,567725163077070848,1,Bad Flight,United,not get name not group sitting behind us think window seat 40 overheard
4304,567724189872697348,1,Customer Service Issue,United,know united club needs power moar power insufficient outlets roadwarrior ord
4305,567724091809878016,1,Customer Service Issue,United,thrilled carry checked two nasty gate agents see entire empty bin boarded last
4306,567717552290136065,1,Can't Tell,United,business usual meant dropping bully mentality fostering inspiration greater business employeerelations
4307,567716403117957120,1,Bad Flight,United,united ridiculous fly outdated 757s anywhere much less btwn iah sfo no power ports no wifi no personal entertainment torture
4308,567714192980201472,1,longlines,United,last night waited forever gate someone corporate dispatch forgot call crew unfriendlyskies
4309,567713896627470336,1,Flight Attendant Complaints,United,broken entertainment system 8 hour nyc flight terrible cabin crew service online complaint form not work hopeless
4310,567711860938772480,0,,United,much cost check additional bag traveling newark glasgow thank
4311,567703258425081857,1,Late Flight,United,call work tell fault late flight
4312,567701830805618688,0,,United,new apple cr pe amazing live ua1207 really nice crew americanair biscuits ua needs 2 http co gz9gqdt7jj
4313,567686845903826947,0,,United,clicked link got confused http co xmaqcucwzl
4314,567676400933416960,1,Late Flight,United,united officially worst delayed least helpful airline ever misfortune flying
4315,567663136082513920,1,Lost Luggage,United,items sentimental value heartbroken missing
4316,567634106058821632,0,,United,even though technically land silver
4317,567630296783155203,1,Customer Service Issue,United,still waiting reply
4318,567627253991735296,1,Bad Flight,United,please see flight attendant not enough room head bags carry save time
4319,567623209026334720,1,Flight Booking Problems,United,wanted get bag benefit instead get 25 pricing three tickets adding card mp visa option
4320,567617486703853568,1,Customer Service Issue,United,tried 2 dm would not go thru not sure
4321,567614049425555457,1,Customer Service Issue,United,link current status flights airports fly bwi ewr mco morning yet not yet tell problems except see snow
4322,567595670463205376,1,Late Flight,United,like delays less one plane connect voucher
4323,567594579310825473,1,Bad Flight,United,not hope nicer flight time try things right sold tickets connetion
4324,567592368451248130,1,Late Flight,United,got gate iah time given seats closed flight know people arriving wait
4325,567591480085463040,1,Late Flight,United,yes waited line almost hour passengers left not wanting wait past 1am
4326,570309156290367488,1,longlines,Southwest,still waiting hit one hour
4327,570309145276125185,1,Cancelled Flight,Southwest,although not happy cancelled flighted flight home tomorrow phx atl dca happy easy rebook
4328,570307615189835777,1,Customer Service Issue,Southwest,hello hold extremely long time confirmation amp not get boarding pass tried numerous times
4329,570306086475075585,0,,Southwest,teaching new travelers research budget amp save trip today http co qll48r57ep
4330,570305647759265793,1,Customer Service Issue,Southwest,frustrated loooooong wait time speak live person cannot get boarding pass flight tomorrow
4331,570305078470557697,1,Customer Service Issue,Southwest,still no update text 2053 amp still no response email fr1 5 2015 sr 256746438028 feel like yr losing customer service care
4332,570304445734629376,1,Customer Service Issue,Southwest,agents ones rude unhelpful prompted initial tweet easy fix
4333,570304178314190848,1,Bad Flight,Southwest,wife group prev flight got bumped reason alone two kids least put group
4334,570303797605617665,1,Late Flight,Southwest,flight delayed 4 hrs 5 months pregnant amp supposed caring mom whose surgery upset
4335,570303399276761088,0,,Southwest,thank much completely made things right
4336,570302532955844608,0,,Southwest,love always get best deals
4337,570302460235026433,0,,Southwest,follow send info
4338,570302337069264900,1,Customer Service Issue,Southwest,hold 34 min far trying book seat infant price increased 42 meantime
4339,570302030742470658,0,,Southwest,glassdoor best places work snagging 15 overall notsurprising luvthem
4340,570301794850639872,1,longlines,Southwest,poor performance around paid express checkin weeks ago not even leverage bullshit
4341,570299642887442433,0,,Southwest,thx make right help meagan fouty brancato fl 2771 dfw gate 4 preboard w kids b4 group please please
4342,570299331707854848,0,,Southwest,update emergency landing jacksonville right parentsonboard
4343,570298362907508738,0,,Southwest,hold 28 minutes please help http co fx9bijlxat
4344,570298155465609217,0,,Southwest,develop ding chrome firefox browser extension would swell
4345,570296754832318465,0,,Southwest,take u midway chicago march 8th april 6th ca not make get u fly2ohare year round flypbi
4346,570296670568751106,1,longlines,Southwest,logically would think check people board could drove home time waiting
4347,570294002077061120,0,,Southwest,thanks southwest saving trip sweetheart not going miss seeing altonbrownlive thanks sohappy
4348,570293661377961984,1,Customer Service Issue,Southwest,someone call back hold two times today 20 min still not gotten
4349,570293557724110850,0,,Southwest,know suicide second leading cause death among teens 10 24
4350,570293527982301184,0,,Southwest,never mind moved flight tomorrow thanks help
4351,570293142257311744,0,,Southwest,needs wheelchair gate sure options
4352,570293100326862849,0,,Southwest,managed get sorted phone good luck dealing snow texas
4353,570292976603295744,1,Flight Attendant Complaints,Southwest,grounded 2 flights b c equipment problems amp rude wife traveling alone w 2 young kids never
4354,570292914686955520,0,,Southwest,promise not unfollow
4355,570291219919736832,0,,Southwest,dmed confirmation number
4356,570289521113366531,1,Late Flight,Southwest,oh look delayed flight additional half hour arriving 6 officially five hours planned
4357,570289080090689536,0,,Southwest,weather bc system outage hopefully everything goes smoothly thank follow
4358,570288961064710145,1,Bad Flight,Southwest,belt issues rough day worst part traveling 9 month old wait outside 85 degree
4359,570288841447366658,0,,Southwest,oh atlanta
4360,570288799860846592,1,Lost Luggage,Southwest,moved 210pm flight 4649 main concern luggage arriving told sw
4361,570288380384292864,0,,Southwest,used always fly southwest
4362,570287651137445888,1,Lost Luggage,Southwest,got bags 35 hours late flightr offer 50 go pick taxi costs 65 one way spent 200 inconvenience
4363,570287513874669568,1,Can't Tell,Southwest,thx expecting credit leg
4364,570287238145290240,0,,Southwest,sure please follow
4365,570286359983886336,1,Bad Flight,Southwest,appreciate getting gate issue figured grr plenty open gates yet sit wait tarmac
4366,570285979753443328,0,,Southwest,sent
4367,570285465145876480,1,Customer Service Issue,Southwest,20 minutes hold waiting ridiculous
4368,570285012882472961,1,Customer Service Issue,Southwest,u seen messages past hour
4369,570284725740285952,0,,Southwest,following
4370,570284129138274304,0,,Southwest,thank awesome flights sweetheart got screwed flyfrontier managed scramble get sw plane today
4371,570284111425892353,0,,Southwest,thanks much
4372,570283824040382464,0,,Southwest,round trip tickets arrived auction post masters invitational thanks southwest http co mrfbjtepef
4373,570283248301043712,1,Flight Booking Problems,Southwest,went purchase flight began processing not even 4 minutes earlier points gone help
4374,570282347267895296,1,Damaged Luggage,Southwest,upset luggage damaged rude employee laguardia airport not help
4375,570282333892251648,0,,Southwest,tv stream means get spend flight watching 1999 2011 women world cup finals throwback bestflightever
4376,570281719074566145,0,,Southwest,status bag check area ffl
4377,570281275216367616,0,,Southwest,heavenlychc9 would least enjoy free cocktail two
4378,570280800244994048,0,,Southwest,agree rt 9news one airline fly away favorite dia 9newsbusiness http co o3wlainimy
4379,570280641503211520,1,Lost Luggage,Southwest,flight 218 matters hell next not get luggage properly transferred facepalm smh
4380,570280553422950401,1,Customer Service Issue,Southwest,phone service sucks
4381,570279812922789888,0,,Southwest,flight bwi delayed miss flight denver way find hold plane
4382,570279442750291969,0,,Southwest,airport snow removal method 22 keep good work folks cessna become 747 http co 7pofsxojsy
4383,570278679491670016,1,Flight Attendant Complaints,Southwest,people exit row still supposed give verbal approvals never asked flight
4384,570277221916647425,1,Late Flight,Southwest,arrival delayed nearly 5hours yeah entire day airport not idea stress less vacation fail
4385,570277008216870912,1,Cancelled Flight,Southwest,oh company caused us lose entire day vacation cancun de boarded waiting another plane
4386,570276440874323968,1,Flight Booking Problems,Southwest,trying change reservation hold 45 minutes not online directed call help
4387,570275218515726337,1,Customer Service Issue,Southwest,first call got dropped waited 15 mins second ran time try late flightr no way online
4388,570274815736549376,1,Flight Booking Problems,Southwest,yo trying make change reservation whenever select flight says unable price please help
4389,570274371685777409,1,Customer Service Issue,Southwest,great de boarding perfectly plane shot fml plans screwed thanks nothing
4390,570274362936266752,0,,Southwest,teyana taylor performing medusafridays 2 27 free till11 http co qwfmoq0dql http co kbb0b5fxmk themenofbusiness
4391,570274049118625792,1,Bad Flight,Southwest,let us plane bc toilets done even work goes family vacay playa del carmen mexico neveragain
4392,570272778840104960,1,Can't Tell,Southwest,thanks apology unfortunately one many bad experiences no longer flying southwest
4393,570272714205863936,1,Customer Service Issue,Southwest,told customer service customer relations extend expiration date unused travel funds
4394,570272387985514497,1,Late Flight,Southwest,smiles1307 two hours ugh get vouchers inexcusable esp pre flight check ok
4395,570272186419847168,0,,Southwest,5 30 flight birmingham tomorrow night reschedule earlier flight expected snow
4396,570272015598411776,0,,Southwest,follow back dm
4397,570271730729689088,1,Bad Flight,Southwest,horrible experience passenger size 1 3 seat offered 50 voucher christine c http co 1xzrk66wvq
4398,570271704972464129,0,,Southwest,3rd time flying southwest two years another trip back mx october
4399,570271248640401409,1,Can't Tell,Southwest,yes much looking forward using airlines future flights never
4400,570271138464419840,1,Bad Flight,Southwest,need learn treat people respect little dignity fail
4401,570270848201797632,1,Flight Booking Problems,Southwest,redeem points packages magically gone time finally got 10 01 felt like baitandswitch
4402,570270818539839488,0,,Southwest,done
4403,570270216694968320,1,Customer Service Issue,Southwest,think get faster response twitter call
4404,570270166166183936,0,,Southwest,idea winter advisory posted atl tomorrow 2 25 would rather get phl tonight
4405,570268558451720193,1,Flight Attendant Complaints,Southwest,watch staff check passenger list twice first time forgot look ids brutal
4406,570268160202567680,1,Late Flight,Southwest,flight 2373 chi buf last night almost 2 hour delay cuz someone got plane without pass sounds safe 1 2
4407,570267457841033216,0,,Southwest,thx quick response action bf make good use voucher satisfied happycustomer
4408,570266640614498304,1,Customer Service Issue,Southwest,nothing help us restore barely expired rapidrewards points
4409,570266265971003394,1,Flight Booking Problems,Southwest,rapid rewards program sold short lasttweetaboutthis still disappointed
4410,570265831822778368,1,Bad Flight,Southwest,freezing plane
4411,570265804748550144,1,Flight Attendant Complaints,Southwest,airline people screwed boarding passes way back puerto vallarta horrible
4412,570265563035004928,1,Can't Tell,Southwest,groupa group c never got sit next south west flight not even honey moon
4413,570265397058002944,1,Cancelled Flight,Southwest,flight atlanta getting cancelled flightled schedule phone 1 5 hours rep bumping us
4414,570265280674459648,1,Can't Tell,Southwest,due apparent water issue checked fine checks husband already deal first
4415,570265133638942720,1,Customer Service Issue,Southwest,u lot pissed hungry tired people stuck midway 4 2 hours scheduled departure inexcusable
4416,570264856223330304,1,Can't Tell,Southwest,know lost baggage portal http co huclxluv5h not work mobile 404 http co o4zr27qpcr
4417,570264793140953088,1,Bad Flight,Southwest,going charge wifi us solid make sure not take length flight open page
4418,570264481772777472,1,Late Flight,Southwest,website reverted 1st flight 5 minute delay changed reliable information
4419,570264474784894976,1,Cancelled Flight,Southwest,swa helps hotel industry always book flights day need somewhere swa consistent cancelled flights delays
4420,570264316743544832,1,Customer Service Issue,Southwest,unfortunately call answered service horrid swa role model finger pointing amp excuses disappointed
4421,570264292169162752,0,,Southwest,barzegar charges tourists 700 euros night stay tent village runs http co igsvzvrbbn
4422,570263130141564929,0,,Southwest,please make sense companion promo set
4423,570262460395098112,0,,Southwest,unfortunately not even phone died chance grab oma san 3 27 4 2
4424,570261981569159169,0,,Southwest,live atlanta cant enroll atlanta companion promotion error every time help also sent email thanks
4425,570261977332731904,1,Customer Service Issue,Southwest,frustrating indeed especially no one knows issue
4426,570261514340474880,1,Customer Service Issue,Southwest,hold customer service may quicker rebooked trip lower fare difference go
4427,570261349172973569,0,,Southwest,chantilly paris france
4428,570261289420898305,1,Customer Service Issue,Southwest,thx not responding
4429,570261225520689152,1,Customer Service Issue,Southwest,booked flight phone never got confirmation email would go getting
4430,570260387746029568,1,Late Flight,Southwest,supposed take almost 2 hours ago vacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze
4431,570260325611630592,1,Customer Service Issue,Southwest,come not getting points buy rapid reward shopping site
4432,570259423987404800,0,,Southwest,hey flying tampa denver today want know tv seats like
4433,570257719334187008,0,,Southwest,carol thrower passengers fort lauderdale airport
4434,570257631778107392,1,Late Flight,Southwest,mins no answer wife baby need get flight arrived 2 hrs prior please help venetia crook
4435,570257480401469441,1,Customer Service Issue,Southwest,wife 9 month old might miss flight next direct 210 pm mother law hold customer support 30
4436,570257317859610624,1,longlines,Southwest,flight 1614 fll atl wife traveling infant line check baggage 200 people long due computer system crash
4437,570256329543012352,0,,Southwest,thanks sent dm let know oyu need additional information
4438,570256052966395906,1,Customer Service Issue,Southwest,hey friends phone list number ivr hangs multiple times not sure proceed
4439,570255256589766656,0,,Southwest,strives customer centric everything communications advertising customer journey etc anamarketers
4440,570253313368698883,1,Late Flight,Southwest,la always traffic insane not one issue flight 1625
4441,570253196213383168,1,Customer Service Issue,Southwest,insane traffic la trying call schedule flight phone 20 minutes nothing
4442,570252802611679232,0,,Southwest,airline trouble amp not getting satisfactory customer service contact http co aqjn4hwnac negotiate resolutions
4443,570252528245456897,0,,Southwest,hey southwest help find flight nashville washington dc raleigh 150 march 15 please
4444,570252231624265729,1,Customer Service Issue,Southwest,no longer change trips companion online years get message not done online
4445,570250945281589248,1,Customer Service Issue,Southwest,adding rr number marriott stay hard wo not take rr number checkin marriott phone cs not helpful
4446,570250780252504064,1,Customer Service Issue,Southwest,nor spiritairlines fly toronto killing smalls
4447,570250554670125056,0,,Southwest,thank
4448,570250252382416896,0,,Southwest,traditionally used sledge hammer low taking share driving scalpel approach data science anamarketers
4449,570249864841285632,0,,Southwest,customer centricity knowing people anamarketers
4450,570248600623521793,1,Can't Tell,Southwest,used guys travels last experience never use southwest worstcustomerservice
4451,570248044341374976,0,,Southwest,america largest airline passengers carried wonder b c customer service bible anamarketers
4452,570248035369820162,1,Flight Booking Problems,Southwest,vipliveinthevieyard first time tried redeem pts anything really not go well disappointed
4453,570246695595999232,0,,Southwest,ok thank hope
4454,570246490473566208,1,Customer Service Issue,Southwest,way receive refund trip cancelled flight online instead calling phone lines super busy
4455,570245840612265985,0,,Southwest,intuit jhamilton2007 4 moms 4 careers 1 day trip la intuitlife leanin http co 2qjbcv5jzq southwestairlines
4456,570245656972894208,0,,Southwest,resource check delays cancelled flightlations love field flying tomorrow stressed weather
4457,570245513720647680,1,Late Flight,Southwest,switching planes due mechanical problems reboarding work a49 end long line stuck middle
4458,570244762785210368,1,Flight Booking Problems,Southwest,booked via phone calling list preferred not kta get added ticket must use web
4459,570242641264320512,1,Can't Tell,Southwest,tried vip live vineyard yr site went time got 2 redeem pts packages gone
4460,570241403822813184,0,,Southwest,oscar worthy entrance la http co 10tmthvfdc
4461,570238577683996672,0,,Southwest,best airline hands amazing customer service bags free affordable flights happycamper
4462,570237762063831040,0,,Southwest,thanks ella mae las counter going beyond help us get back abq flight cancelled flightled
4463,570236169310437376,0,,Southwest,phlairport flight 2155 arrives e11 penguin plane
4464,570229420058918913,0,,Southwest,thank taking good care people als http co m1yywafkfi kevinswan alstdi life story
4465,570228904469725184,0,,Southwest,smoooothest flight attendants southwestsmoothie http co vr9k180lai
4466,570227814575804416,1,Cancelled Flight,Southwest,southwest airline cancelled flight flights charleston 7 50pm flight cancelled flightation really weather relate flightd
4467,570227698334720002,0,,Southwest,stepup makeitright best money hungry wewillsee
4468,570226870119215104,1,Customer Service Issue,Southwest,thanks text not exactly timely 8 data throughout issues today maybe http co aau9mka6zy
4469,570224719011704832,1,Customer Service Issue,Southwest,called 800 rep pleasant less helpful told sol train consistent cx
4470,570224618272731136,1,Can't Tell,Southwest,25 year customer 6 3 lost 2 3 inches really hurt every time person front shifts raps knees
4471,570222660300378112,0,,Southwest,less 3500pts helped partnerrewards incoming not fast enough keep pts expiring
4472,570222625621831680,0,,Southwest,wife rr pts expired days ago planning flight booking problems trip today anything us tight budget
4473,570221343985295360,1,Can't Tell,Southwest,would great atleast next husband flying reservation
4474,570220966284025857,1,Customer Service Issue,Southwest,customer relations still not open texas
4475,570220817470115840,0,,Southwest,thank tip
4476,570219228181041153,1,Can't Tell,Southwest,hate evolved seating knees seat pocket http co fornpf69ky
4477,570217918195220480,0,,Southwest,thanks team dealing flight 1700 houston
4478,570217425100148738,0,,Southwest,bumped preboard flights fat whatever reason thanks
4479,570215711416537088,1,Bad Flight,Southwest,heart southwest commercials aimed satisfy nano smattering travelers destinations
4480,570215548589453313,0,,Southwest,urgently need two receipts sent cs closed help
4481,570214968622239744,0,,Southwest,sent
4482,570214946815868929,1,Late Flight,Southwest,etd swa1004 phl appears delayed no info available gate
4483,570213389005414400,1,Cancelled Flight,Southwest,tell cancelled flightled flight vs delay
4484,570212491134930945,1,Flight Attendant Complaints,Southwest,bday yesterday girl gave birth first born could not get courtesy flight change lynn thanks
4485,570211592559685632,0,,Southwest,cb know
4486,570211577087041536,1,Cancelled Flight,Southwest,no need know status cancelled flightled instead delaying flight
4487,570210502955155456,1,Cancelled Flight,Southwest,weather time cancelled flighted no not meeting today
4488,570210411926016001,0,,Southwest,flight not empty rude not http co 4rl0p5jchb
4489,570209843199524864,0,,Southwest,left ipad seat pocket filed lost item report received exactly 1 week late flightr record unbelievable
4490,570208349339262976,1,Cancelled Flight,Southwest,flight 4471 msp cancelled flighted
4491,570207643874123777,1,Bad Flight,Southwest,luv please stop overheating planes second flight row feels like sauna
4492,570206560439308289,0,,Southwest,not one traveling asking sister waiting nephew midland flight eventually landed
4493,570205399619661824,0,,Southwest,anyone help upgrade buisness select cant seem get hail right area know guys good
4494,570205323992174592,1,Customer Service Issue,Southwest,asked lindsey call instead dm like schoolgirl far no call getting tired typing little notes
4495,570205088595058688,1,Lost Luggage,Southwest,give us clever advertising bagsflyfree badpolicy allows cheatcustomers
4496,570204088908034049,1,Can't Tell,Southwest,principle hard get mugged amp not upset took money amp not give anything wrongiswrong
4497,570203916643766273,1,Customer Service Issue,Southwest,customer service not use words wasted time took money badbussiness theft http co 63zaq2lt8f
4498,570203842542829568,1,Bad Flight,Southwest,three hour flight orlando no wifi uncool firstworldproblems
4499,570200237622611968,0,,Southwest,loving new planes lighting wish windows larger http co h44uj63cjg
4500,570199956704919552,1,Lost Luggage,Southwest,would like ask bags picked pit amp taken hotel airport someone contact
4501,570198775203016704,1,Customer Service Issue,Southwest,customer service fll bwi pit terrible no one knows bags job no clothes amp gear
4502,570197979820224512,1,Customer Service Issue,Southwest,multiple attempts finally able submit late flight last night
4503,570195827341312000,1,Cancelled Flight,Southwest,4am arrive find already cancelled flighted no options miss meeting might know not show
4504,570195784358100993,0,,Southwest,new day new chance right thing never late flight honest
4505,570192105752039427,1,Can't Tell,Southwest,darn bought wrong device no way switch sure
4506,570190092213465089,0,,Southwest,quick question bought wifi phone buy tablet 9 hours left trip
4507,570187432815013888,0,,Southwest,southwestair cool shot moon one fleet http co kl9baimes6
4508,570183297759752192,0,,Southwest,hello swa poc partnerships nonprofit organizations bwi area
4509,570103012380667904,1,Lost Luggage,Southwest,hey remember time lost husbands bags filmjobnoequipment nowarmclothes
4510,570100409009770497,0,,Southwest,looking forward flying swa friday luv airline dtw mdw tus
4511,570098324172206080,0,,Southwest,love airline much thanks much service great snacks amazing everything outstanding thanks
4512,570097607478874112,1,Lost Luggage,Southwest,need redeem lost respect tonight lostbags filmjobnoequipment
4513,570091771675348992,1,Lost Luggage,Southwest,way fuck lose c istudios bags husband no warm clothes no equipment youdidit notcool
4514,570089091276128258,0,,Southwest,assigned seating cousin amp probably not sit together flight tomorrow thanks
4515,570087941277495296,1,Bad Flight,Southwest,wifi stays connected lifetime higgs boson
4516,570084122636365825,0,,Southwest,forget wedding fairs discounts nonprofits donate part worth every single day
4517,570076476252356608,1,Customer Service Issue,Southwest,phone agents able give correct departure times cun checkin online international
4518,570076113453518848,1,Late Flight,Southwest,making miss thebachelor right wah
4519,570076090917650432,0,,Southwest,please lower plane flight like 100 bucks thanks floridavacation
4520,570073365265944576,0,,Southwest,great flight cabo last week family smoothflight frequentflyer
4521,570070880983711744,1,Can't Tell,Southwest,let bags flutter charge travelers change dates fullprice not let travel
4522,570070659130220544,0,,Southwest,late flightst ad makes happy flying days bethonors
4523,570068976778153984,0,,Southwest,fact u see black history month 12 months year honorable economic base corp like u future
4524,570066487056027650,0,,Southwest,offer cdn border towns incentive fly since exchange rates hurt customerappreciation gaincustomers keepem2
4525,570066283233972224,0,,Southwest,awesome flight dallas 2 ny virgin america refused bc child peanut allergy u guys not thanks
4526,570065297568194560,1,Customer Service Issue,Southwest,not let send dm not follow lovedflyingwiththem notanymore wrong badpolicy
4527,570064381410734080,0,,Southwest,reference 261093929756
4528,570062210640322560,1,Can't Tell,Southwest,welcome thoughts nearly entire plane
4529,570062116096331776,0,,Southwest,know reason flight 336 dallas midland diverted lubbock suppose direct midland
4530,570061334898872321,0,,Southwest,flight wifi tmobile wifi calling makes best combination not love texting 40 000 feet air
4531,570059574268469248,1,Can't Tell,Southwest,become like every airline crooked not believe taking 500 shouldwearmasks shocked
4532,570059381284302848,1,Late Flight,Southwest,conf f8neqm flight delayed 3 hours friend waited bday please follow
4533,570058699676520448,1,Customer Service Issue,Southwest,twitter cust svc rule 1 dont say fell short told u u 2 u cant solve problem not say anything
4534,570056874583654402,1,Customer Service Issue,Southwest,disappointed iservice received checked online checked flight status online checked airport
4535,570054105789550592,0,,Southwest,great day air http co ync2zut4zz
4536,570053736950685696,0,,Southwest,thanks
4537,570053254836416512,0,,Southwest,thanks two smooth safe fast flights boston houston luvswa http co elhxuv0uj1
4538,570052879643381760,0,,Southwest,really love customer service lou ann phx rocks thanks sw ourguest
4539,570051666386374657,0,,Southwest,see atl congrats destinationdragons winners ready atlanta http co ay1gidcfa4 http co yc7v2s0iod
4540,570050691173101568,0,,Southwest,enrolled atl companion pass offer booked 3 flights already may 17 start using pass
4541,570050402294636544,1,Customer Service Issue,Southwest,disappointed customer service right definitely not feeling luv worse 2nd time winter
4542,570049195446444033,0,,Southwest,follow back dm info
4543,570046710870728704,0,,Southwest,katie gate c47 denver international fantastic customer service helping 2 new flyers thx amazing staff
4544,570044516318748672,1,Damaged Luggage,Southwest,kudos bag handler dtw gate 21 7 10 pm ran keep bags hitting ground 9 degree temp http co 5txu5tsfkj
4545,570042186399657984,0,,Southwest,crew flight 206 awesome tell sent tweet maybe give free wifi canthurtasking
4546,570041591714455552,0,,Southwest,thankyou
4547,570040162840907776,0,,Southwest,much ur wifi fam
4548,570035287679590400,0,,Southwest,imaginedragons tried okay
4549,570035207316885505,0,,Southwest,happy enter sweepstakes nutsaboutsouthwest
4550,570034833633767424,0,,Southwest,thanks great customer service today
4551,570034397153398784,0,,Southwest,vinyl part prize
4552,570034301774884865,0,,Southwest,beyond ready
4553,570032949992800256,1,Lost Luggage,Southwest,called told bag made phl still not delivered call delivery service
4554,570032300265578496,0,,Southwest,looks like brooding skies ont evening http co x9blwgwa68
4555,570032108447494144,0,,Southwest,no monkey business luv swa mdw2mci homeandreadyfornexttrip http co 2xjvun66zz
4556,570031211336368128,0,,Southwest,favorite airlines never issues plus crew entertaining
4557,570027786053636096,1,Customer Service Issue,Southwest,way give voice customers pay services not satisfactorily delivered justsayin
4558,570024300905783296,0,,Southwest,flight attendants really funny sass giving life
4559,570021128032407552,1,Customer Service Issue,Southwest,genuinely surprised not upgrade people cancelled flight flights least put comparable spot
4560,570017987349995521,0,,Southwest,following thank
4561,570017357747380224,1,Customer Service Issue,Southwest,would someone please dm customer relations number website customer service
4562,570014884651380736,1,Customer Service Issue,Southwest,second time row not received text updates flight time change not offer not use
4563,570014685166219264,1,Cancelled Flight,Southwest,cancelled flightled flight back queue want charge 200 business class stay classy
4564,570014474993688576,1,Cancelled Flight,Southwest,hope flyers get credit sort delays cancelled flightlations shittydeal notimpressed
4565,570013108070014976,1,Customer Service Issue,Southwest,taylorlumsden taylor u gotta love swa responsiveness least huh
4566,570012094570958850,0,,Southwest,good thanks
4567,570011378091753472,0,,Southwest,thank
4568,570010703391825920,1,Late Flight,Southwest,love taking money taking halfway home sorry late flight
4569,570009897846374400,1,Can't Tell,Southwest,oh ok good looking forward escaping cold bit thanks
4570,570009576273154048,1,Bad Flight,Southwest,wifi slow point one not get internet ugh
4571,570009252426883072,0,,Southwest,questions flying maltese puppy dm
4572,570009135519035392,0,,Southwest,word customer relations department open back
4573,570008817414639616,0,,Southwest,tell flight 805 mdw fll tomorrow 2 24 full capacity hoping little bit extra room
4574,570008612426289153,0,,Southwest,left friday
4575,570007457055055873,0,,Southwest,oh no worries never seen today mean great card
4576,570005561338503170,0,,Southwest,thank thank thank last attempt win destinationdragons tickets success could not happier
4577,570003111772692480,0,,Southwest,flight 1700 phx lax wheels stop glad home thanks professionals front cabin
4578,570000618707746816,0,,Southwest,eyes next steps improving inflight wifi runway girl http co h46ht1oz40
4579,569998842579566592,0,,Southwest,could maybe hook fuyukaidesuyo imagine dragon tickets tonight shes hugeeeee fan amp would really love go
4580,569998122241232896,1,Late Flight,Southwest,not evennotified us theflight isdelayed via email text phone call wererunning late flight would pissed unreliable
4581,569998043761803264,1,Customer Service Issue,Southwest,tweet weekend bad weather closes customer relations center process refunds cancelled flighted flights
4582,569996707443970048,1,Cancelled Flight,Southwest,stop cancelled flighting flight us history tests take chemistry things learn not understand
4583,569996423074160640,0,,Southwest,2 22 mdw 2 san flt 1687 attendant melissa awesome fast smiling great weather cancelled flight day b4 welcome
4584,569995730951147523,1,Can't Tell,Southwest,area pic taken not see albums
4585,569995536545091584,0,,Southwest,enjoyed call good friend flight booking problems flights elsewhere tweet one time tell many
4586,569995514558550016,0,,Southwest,thank great customer service far accidents happen understand hopefully everything works
4587,569995418370646016,1,Bad Flight,Southwest,question crazy boarding procedure confusion prevent fistfights good seats
4588,569995235608137728,0,,Southwest,opened online applications fall 2015 intern positions throughout company apply via https co gml7ot3imh
4589,569994437390020608,0,,Southwest,honesty always policy
4590,569994045205803009,0,,Southwest,thanks quick response call daily wait 5 days
4591,569993437690245120,0,,Southwest,knew correct http co 9eueyxawcv
4592,569993176636739584,0,,Southwest,briughy comclassic aif2015 amp much agcommunity
4593,569992825997279232,0,,Southwest,deals orlando april may
4594,569990034444689408,0,,Southwest,magazine feature desk plants increase productivity 15 luvswa healthbenefitsofplants gardening http co bvfaxdubaq
4595,569989812637167617,0,,Southwest,new marketing song https co f2lfulcbq7 let us know think http co iqnvyfpg4p
4596,569989340052344832,1,Late Flight,Southwest,prove cuz southwest people not even know behind schedule
4597,569989168903819264,0,,Southwest,seeing workers time time going beyond love flying guys thank
4598,569989082719358976,1,Lost Luggage,Southwest,u bae u lost bags no clue happened 36 hours
4599,569989039874404352,1,Late Flight,Southwest,prove
4600,569989007532142592,0,,Southwest,travel agent darrel love field hosting paper airplane contest entertain children awesome see
4601,569988842335244289,0,,Southwest,big kudos staff today dallas love field lifting everyone spirits today delays cancelled flightlations
4602,569987277734207488,0,,Southwest,not fun delay nashville las vegas crew gate c9 desk awesome patience luvswa
4603,569986783024431105,1,Bad Flight,Southwest,thinks 100 voucher makes spending 4 hrs plane landing airport took really
4604,569984682873352192,0,,Southwest,never got strip fast stoked special imaginedragons show tonight thx http co topqmvqnjp
4605,569984437720453121,1,Can't Tell,Southwest,problem apologies not help results matter proving impossible find anyone interested
4606,569983511609757696,0,,Southwest,no fare giving clues route
4607,569983469930967040,0,,Southwest,telling fam vegas
